spellName,"type","tier",categories,"reach","time","duration","effect"
Analyze Myths,Intel,I,"Mono, Free, Analysis, Intel (A)",1 target you can see,Free,Permanent,"Spend 1 counter. Reveals target's Natural Skill."
Monitor,Intel,I,"Mono, Free, Analysis, Intel (A)",1 target you can see or communicate with,Free,Permanent,"Spend 1 counter. You have access to all information the target knows and is willing to share with you."
Simulation,Intel,I,"Mono, Free, Analysis, Intel (A)",1 target you can see,Free,Permanent,"Spend 1 counter. Reveal one of the target's elemental interactions of your choice."
Mark of Slaughter,Intel,I,"Mono, Interrupt, Unique, Intel (P)",1 target you can see,Interrupt,Instant,"Spend 1 counter when an attack is declared against an Analyzed target to grant Critical Margin +1 for this attack. This effect can only be applied once per attack."
Destiny Seal,Intel,I,"Mono, Free, Intel (P)",1 target you can see,Free,Until next attack,"Spend 1 counter to increase the trigger chance of the next Status check rolled against this target by 20%. This effect can only be applied once per attack."
Fog of War,Intel,I,"Vision, Free, Buff, Intel (C)",Caster,Free,Until the end of your next turn,"Spend 1 counter. A 5-meter radius around you obscures all targets within, including Shadows. Obscured targets receive +1 DDC."
Dizzying Lights,Intel,I,"Mono, Free, Knockout, Intel (P)",1 target you can see,Free,Until healed,"Spend X counters. Targets whose HP are below 15+5X% are knocked unconscious. (Unconscious targets cannot perform actions until they are attacked.)"
Disguise,Intel,I,"Vision, Free, Intel (A)",Free,Any number of allies you can see,Until dispelled,"You can change the outfits and minor visuals features such as hair, eye, and skin color of consenting targets."
Cloak of Shadows,Intel,I,"Mono, Free, Vision, Buff, Intel (H)",1 target you can see,Free,Until the end of the caster's next turn,"Spend 1 counter. Target gains +1 DDC against Analyzed targets. Spend 1 counter to extend this spell's duration as a Quick action."
Blind,Intel,I,"Mono, Free, Vision, Debuff, Intel (A)",1 Analyzed target you can see,Free,Until dispelled,"HDC -1. At the end of each of your subsequent turns, spend 1 counter or remove this spell's effect."
Sensorial Connection,Intel,I,"Unique, Free, Intel (P)",All Allies,Free,Permanent,"All allies can converse with you and privately amongst themselves, sharing sensory feedback over any distance, as long as the caster and the involved parties are conscious and consenting."
Illusory Terrain,Intel,I,"Realized, Intel (A)",One empty space you can see,Default,Until dispelled,"Distorts a portion of the scenery up to TEC/2 spaces long in any configuration, creating a pillar, cover, hole, etc. Targets are completely obscured by scenery and cannot be chosen as the main target of any attack. The created terrain has HP equal to half the caster's maximum HP and 1 AGI to determine dodge rolls."
Martyr's Veins,Intel,I,"Mono, Damage, Interrupt, Intel (A)",1 target within 6 meters,Interrupt,Instant,"When an ally takes damage from an attack, you can transfer part of that damage to yourself, Min 50%"
Silent Image,Intel,I,"Mono, Vision, Intel (A)",1 empty space within 6 meters,Default,Permanent,"Creates a projection of an object the caster has seen before. The object can be distinguished from reality if the observer passes a TECd6 check against the the caster's TECd6 roll. The object is not tangible and dissipates as soon as any creature comes into contact with it."
Shuffle,Intel,I,"Mono, Free, Initiative, Intel (A)",1 Ally you can see,Free,Permanent,"Spend 1 counter. You can change the initiative check of 1 target to position them in any position in the initiative order. This effect is applied at the start of the next round."
Vital Sight,Intel,I,"Mono, Free, Analysis, Intel (A)",1 target you can see,Free,Permanent,"Spend 1 counter. Reveals the target's maximum HP."
Powerful Perception,Intel,II,"Unique, Perception, Counters, Intel (P)",Caster,Automatic,Passive,"At the start of your turns, add 2 counters to your party's Cognitive Counters pool. This cancels the effects of the Perception spell."
Strategic Analysis,Intel,II,"Mono, Free, Analysis, Intel (A)",1 target you can see,Free,Permanent,"Spend 2 counters. Reveals up to 3 Active spells from the target's deck."
Analyze Affinity,Intel,II,"Mono, Free, Analysis, Intel (A)",1 target you can see,Free,Permanent,"Spend 1 counters. Reveals all of the target's passive spells."
Constant Analysis,Intel,II,"Analysis, Intel (P)",Caster,Automatic,Passive,"Whenever any target is hit by a spell or basic attack, you can immediately discover that target's elemental interaction with the attack's Type."
Materialistic Perception,Intel,II,"Analysis, Free, Intel (P)",Caster,Free,Instant,"You can quickly recognize any item and their most common uses. You receive additional hints regarding items of interest and where to find them."
Liar's Blessing,Intel,II,"Mono, Intel (P)",1 Analyzed target,Interrupt,Permanent,"When a target is Analyzed, you choose to spend 1 counter to relay false information instead. Roll Lvd6 against the original caster's Lvd6. In case of failure, the caster perceives the information as incorrect and is allowed to try again."
Kaleidoscope,Intel,II,"Vision, Action, Intel, Debuff (A)",Any number of targets caster can see,Default,Until the end of caster's next turn,"Before performing any default action, each target has a 33% chance to fail completely, resulting in no effect. Against targets with Hetelic Resistances, the chance for an action to fail becomes 10%."
Muddle,Intel,II,"Vision, Intel (A)",Caster,Default,Until the caster declares any other action,"Target becomes invisible and cannot be chosen as a target for attacks."
Martyr's Shield,Intel,II,"Mono, Damage, Interrupt, Intel (A)",1 target within 6 meters,Interrupt,Instant,"When an ally is hit by an attack, you can transfer damage to yourself or ony other consenting ally, Min 50%."
Limit Breaker,Intel,II,"Interrupt, Damage, Intel (A)",All Allies,Default,Until the end of caster's next turn,"All targets gain the following ability: Pay 2 Counters and spend 2 Energy to gain the effects of either Mind Charge or Power Charge. ❖ Mind Charge: Your next Element spell that rolls for damage has its damage multiplied by 2.5. ❖ Power Charge: Your next basic attack or Physical spell that deals damage has its damage multiplied by 2.5."
Fleeting Vigor,Intel,II,"Mono, Energy, Intel (A)","1 target, even those outside the main combat area",Default,Until the end of combat,"Spend 1 counter. Target receive no penalty for going over their Energy thresholds. At the end of combat, Energy penalties are reapplied and target takes Almighty damage equal to their Energy score below zero multiplied by 10, without a dodge check and ignoring damage reduction effects."
Loquacity,Intel,II,"Mono, Negotiation, Quick, Intel (A)",1 target,Quick,Instant,"Spend 3 counters. Target can engage in negotiation with any conscious combatant."
Geas,Intel,II,"Mono, Action, Interrupt, Intel (A)",1 ally the caster can see,Interrupt,Until the end of combat,"Spend 2 counters. When an ally deals damage to an Analyzed target, increase that damage by 50%."
Absolute Perception,Intel,III,"Unique, Perception, Counters, Intel (P)",Caster,Automatic,Passive,"At the start of your turns, add 3 counters to your party's Cognitive Counters pool. This cancels the effects of the Perception and Powerful Perception spells."
Analysis Pulse,Intel,III,"Quick, Analysis, Counters, Intel (A)",Caster,Quick,Instant,"Add the same number of counters added at the start of your turn once more."
Vitals Monitor,Intel,III,"Mono, Analysis, Free, Intel (A)",1 target the caster can see,Free,Permanent,"Spend 2 counters. Reveals target's current HP."
Decipher Techniques,Intel,III,"Mono, Analysis, Free, Intel (A)",1 target the caster can see,Free,Permanent,"Spend 2 counters. Reveal all spells in the target's deck."
Cognitive Blank,Intel,III,"Mono, Quick, Vision, Intel (H)",1 target,Quick,Permanent,"Target becomes invisible and cannot be chosen as a target for attacks or spells. Only 1 target can be affected by this spell at a time. Spend 2 Energy to sustain this effect past the first turn as a Quick action. This cost increases by 1 Energy every subsequent turn."
Murderous Phobia,Intel,III,"Mono, Intel (A)",1 target within 6 meters,Default,Immediate,"Target rolls an attack that deals STRd6 or MAGd6 Intel damage, whichever is higher, against itself."
Limit Breaker+,Intel,III,"Charge, Quick, Buff, Intel (A)",All Allies,Quick,Permanent,"Spend 4 counters. When the caster or an ally declares an attack against an Analyzed target, either the caster or attacker can spend 2 Energy to gain the effects of Mind Charge or Power Charge as a free action for their next attack. ❖ Mind Charge: Your next Element spell that rolls for damage has its damage multiplied by 2.5. ❖ Power Charge: Your next basic attack or Physical spell that deals damage has its damage multiplied by 2.5."
Mind Shackle,Intel,III,"Mono, Vision, Intel (A)",1 target within 6 meters,Default,Permanent,"Surrounds target by an illusion representing something the target fears or cannot move past. Target takes MAGd6 or STRd6 Intel damage, whichever is higher, if target moves from its original position naturally. At the end of each of the caster's turns, target has a 33% chance of recovering, dissipating the effect."
Cognitive Genesis,Intel,III,"Realized, Intel (A)",An empty space caster can see,Default,Permanent,"Creates an intangible inanimate object that the caster has seen before, and occupies up to TEC/2 empty spaces in any configuration. The physical properties of this object are based on the real equivalent, but its HP is equal to half the caster's maximum HP and it has 0 AGI for the purposes of damage calculation. The item possesses limited capabilities: Equipment cannot grant any benefit to a character wielding it; damage dealt by these objects when used as weapons are considered the damage of the caster's unarmed attack; consumables created by this spell do not grant any effect to its users. Items created by this spell that are destroyed by any means disappear completely."
Terrifying Projection,Intel,III,"Mind, Fearful, Status, Intel (A)",Any number of targets you can become adjacent to during your movement,Default,Caster's movement,"Chance of Fearful: 15+5TEC%. Perform your full movement action while casting this spell."
Eyes of Prometheus,Intel,V,"Unique, Perception, Counters, Intel (P)",Caster,Automatic,Passive,"At the start of your turns, add 4 counters to your party's Cognitive Counters pool. This cancels the effects of the Perception, Powerful Perception, and Absolute Perception spells."
Reveal Weakness,Intel,V,"Mono, Analysis, Free, Intel (A)",1 target you can see,Free,Permanent,"Spend 5 counters. Reveal all target's elemental interactions."
Precognition,Intel,V,"Free, Repress, Intel (A)",Any number of targets the caster can see,Free,The next five attacks declared against affected targets,"Repress, spend 1 Energy, and 6 counters. The following 5 dodge checks performed by target allies are automatically considered as the maximum possible dice roll. Spend 3 Energy to apply this effect to each subsequent attack after the fifth."
Cling to Life,Defense,I,"Mono, Revive, Interrupt, Defense (A)",1 target,Interrupt,Instant,"If the target would be reduced to 0 or less HP during this turn, heal them to 1 HP. Penalties from entering death's Door still apply, but ether effects do not. Each User can only benefit from this once per round."
Resist <Element>,Defense,I,"Resist, Defense (A)",Caster,Interrupt,Instant,"Grants Resist <Element> for the duration of this turn."
Null <Element>,Defense,II,"Null, Defense (A)",Caster,Interrupt,Instant,"Grants Null <Element> for the duration of this turn."
<Element> Wall,Defense,II,"Resist, Defense (A)",1 target,Interrupt,Instant,"Grants Resist <Element> for the duration of this turn."
Karn Breaker,Defense,II,"Mono, Karn, Defense (A)",1 target,Interrupt,Instant,"Remove all effects of Karn Category spells from the target."
Evade <Element>,Defense,II,"Evade, Unique, Defense (P)",Caster,Automatic,Passive,"DDC +1 against the selected element."
Reflect <Element>,Defense,III,"Reflect, Defense (A)",Caster,Interrupt,Instant,"Grants Reflect <Element> for the duration of this turn."
Drain <Element>,Defense,III,"Drain, Defense (A)",Caster,Interrupt,Instant,"Grants Drain <Element> for the duration of this turn."
<Element> Barrier,Defense,III,"Null, Defense (A)",1 target,Interrupt,Instant,"Grants Null <Element> for the duration of this turn."
<Element> Ward,Defense,V,"Reflect, Defense (A)",1 target,Interrupt,Instant,"Grants Reflect <Element> for the duration of this turn."
<Element> Sanctuary,Defense,V,"Drain, Defense (A)",1 target,Interrupt,Instant,"Grants Drain <Element> for the duration of this turn."
Makarakarn,Defense,V,"Mono, Reflect, Karn, Defense (A)",1 target,Interrupt,1 turn,"Spend 1 Energy. Grants Reflect Element and Status for the next attack of the stated Types declared against the target."
Tetrakarn,Defense,V,"Mono, Reflect, Karn, Defense (A)",1 target,Interrupt,1 turn,"Grants Reflect Physical for the next Physical attack declared against the target."
Counter,Miscellaneous,I,"Unique, Counter (P)",Caster,Automatic,Passive,"Counter (30%)"
Cruel Advance,Miscellaneous,I,"Unique, Critical (P)",Caster,Automatic,Passive,"Critical Margin +1"
Prediction,Miscellaneous,I,"Unique, Intel, Luck (P)",Caster,Automatic,Passive,"Gain 3 extra Luck Charges at the start of combat. Once per day, the caster can spend 1 Luck Charge to re-roll any check they performed, however the caster is forced to keep the second roll."
Magnificent Wings,Miscellaneous,I,"Unique, Movement (P)",Caster,Automatic,Passive,"Grants +3 AGI for the purposes of movement distance, including for spells cast during or requiring movement."
Intoxicating Aura,Miscellaneous,I,"Unique, Status (P)",Caster,Automatic,Passive,"The caster can choose to activate secondary effects of their attacks before damage calculation."
Blade of the Phantasm,Miscellaneous,I,"Boost (A)",Caster,Default,3 turns,"Spend 2 Energy. Caster can use MAG instead of STR for all relevant checks."
Thermopylae,Miscellaneous,I,"Unique, Enraged, Mind, Status (P)",Caster,Automatic,Passive,"The caster becomes immune to the HDC reduction effect of Enraged."
Blessing,Miscellaneous,I,"Mono, Unique, Dodge, Luck (A)",1 enemy who dodged your attack this turn,Interrupt,Instant,"Spend 1 Luck Charge. Target is forced to re-roll dodge for one of your attacks."
Deadly Dread,Miscellaneous,I,"Unique, Fearful, Death (P)",Caster,Automatic,Passive,"Caster's attacks gain Critical (STRd10/2)+10 when declaring attacks against Fearful targets."
Electric Slide,Miscellaneous,I,"Unique, Thunder, Movement (A)",Caster or 1 adjacent ally,Default,Instant,"Target moves up to 3 spaces in any direction. All enemies within 3 meters of target during its movement are dealt Caster's MAG Thunder damage (no dodge check)."
Hailstorm,Miscellaneous,I,"Unique, Buff, Ice (A)",Caster and any number of targets within 3 meters,Default,Until the end of the caster's next turn,"The Caster and all allied targets receive +MAG (Caster's) extra Ice damage to all attacks declared until the end of the caster's next turn. Slowed chance: 60+5TEC% to all enemy targets."
Rain of Fire,Miscellaneous,I,"Unique, Buff, Fire (A)",Any number of targets within 5 meters,Default,See effect,"Allied targets gain Resist Fire until the end of the caster's next turn. Deal the caster's MAG Fire damage to each enemy target at the end of each enemy's turn for the same duration. Spend 2 Energy: Extend the effect of this spell as a free action."
Wind Tunnel,Miscellaneous,I,"Unique, Wind, Movement (A)",Caster or 1 adjacent ally,Default,Instant,"Target moves up to 3 spaces in any direction. All enemies within 2 meters of the target during its movement are pushed up to 2 spaces away."
Seize the Crown,Miscellaneous,II,"Mono, Death (A)",1 target,Interrupt,Instant,"When an ally defeats a Shadow in combat, the caster of this spell is considered the killer. This effect triggers any passive skills on the caster and cancels effects on the original slayer. Additionally, this effect grants the Receptive Cognition effect for Emergent Users. If the original cause of death kills more than one Shadow, you may spend 1 Aspect Point to apply this spell's effect to all defeated targets."
Power Charge,Miscellaneous,II,"Damage, Charge (A)",Caster,Default,Caster's next attack,"Multiply the damage of your next basic attack or Physical spell by 2.5. This does not stack with any other Charge Category effects."
Mind Charge,Miscellaneous,II,"Damage, Charge (A)",Caster,Default,Caster's next attack,"Multiply the damage of your next Element spell by 2.5. This does not stack with any other Charge Category effects."
Despair,Miscellaneous,II,"Buff, Debuff, Quick (A)",Caster,Quick,Until the end of the caster's next turn,"+2 STR, +2 MAG, +2TEC, -3AGI, -2LCK, Fortify All -4"
Challenge,Miscellaneous,II,"Enraged, Mind, Combo, Status (A)",Caster and 1 target within 6 meters,Default,Until healed,"Chance of Enraged: 45+5TEC%. The caster can opt to fail this test."
Hyper-Counter,Miscellaneous,II,"Unique, Counter (P)",Caster,Automatic,Passive,"Counter (50%). Cancels the effects of lower tier Counter effects."
Reversal,Miscellaneous,II,"Unique, Counter (P)",Caster,Automatic,Passive,"Counter (30%). Instead of declaring a basic attack when this effect triggers, you may cast one damage-dealing Physical Type spell from your deck. Interacts with Reversal: 30% chance of triggering Hyper-Counter, 20% chance of triggering Reversal, 50% chance of nothing happening. Cancels the effects of lower tier Counter effects."
Blessing of the Styx,Miscellaneous,II,"Unique, Raku (P)",Caster,Automatic,Passive,"Fortify Physical 5"
Glaucus' Comprehension,Miscellaneous,II,"Unique, Hear, Mind (P)",Caster,Automatic,Passive,"Increases chances of natureally recovering from Mind effects to 50%"
Magnificent Wings+,Miscellaneous,II,"Unique, Movement (P)",Caster,Automatic,Passive,"Caster gains +2 AGI for determining movement. Movement can ignore obstacles and elevation up to the User's height."
Guiding Hand,Miscellaneous,II,"Mono, Unique, Dodge, Luck (A)",1 ally checking dodge,Interrupt,Instant,"Spend one Luck Charge. Target can re-roll their current dodge check, obligatorily choosing the second result."
High Noon,Miscellaneous,II,"Mono, Unique, Dodge, Luck (A)",1 target who dodged an attack this turn,Interrupt,Instant,"Spend 1 Luck Charge. Forces target to re-roll their dodge check against any User's attack."
Castling,Miscellaneous,II,"Interrupt, Movement (A)",1 target within Vit meters,Interrupt,Instant,"Spend 1 Luck Charge. Caster is moved to target's position and target is moved to caster's position."
Power Charge+,Miscellaneous,III,"Quick, Damage, Charge (A)",Caster,Quick,Caster's next attack,"Multiply the damage of your next basic attack or Physical spell by 2.5. This does not stack with any other Charge Category effects."
Mind Charge+,Miscellaneous,III,"Quick, Damage, Charge (A)",Caster,Quick,Caster's next attack,"Multiply the damage of your next Element spell by 2.5. This does not stack with any other Charge Category effects."
Zanshin,Miscellaneous,III,"Unique, Repress, Buff (P)",Caster,Automatic,Passive,"Fortify All X. X is equal to the number of currently Repressed spells in the Caster's deck."
High Counter,Miscellaneous,III,"Unique, Counter (P)",Caster,Automatic,Passive,"Counter (70%). Cancels the effects of lower tier Counter effects."
Hyper-Reversal,Miscellaneous,III,"Unique, Counter (P)",Caster,Automatic,Passive,"Counter (50%). Instead of declaring a basic attack when this effect triggers, you may cast one damage-dealing Physical Type spell from your deck. Interacts with High Counter: 50% chance of triggering Hyper-Reversal, 20% chance of triggering High Counter, 30% chance of nothing happening. Cancels the effects of lower tier Counter effects."
Leadership,Miscellaneous,III,"Unique, Mind, Status (P)",Caster and all allies,Automatic,Passive,"All targets have 50% chance of recovering from Mind effects at the end of their turns."
The Other Cheek,Miscellaneous,III,"Unique (P)",Caster,Automatic,Passive,"If equipping this Persona would be a default action, it becomes a Quick action instead. If equipping this Persona would be a Quick action, it becomes a Free action instead."
Serrated Blade,Miscellaneous,III,"Mono, Mark (H)",1 target caster can see,Default,Until the end of the caster's next turn,"Target deals +3MAG (Caster's) bonus Almighty damage with all their attacks. Spend 2 Energy: Extend this effect as a Quick action at the start of your turn."
Quantum Drift,Miscellaneous,III,"Mono, Quick, Movement (A)",1 ally caster can see,Quick,Instant,"Target is moved up to 5 meters in any direction."
Perfect Reversal,Miscellaneous,V,"Unique, Counter (P)",Caster,Automatic,Passive,"Counter (70%). Instead of declaring a basic attack when this effect triggers, you may cast one damage-dealing Physical Type spell from your deck. Cancels the effects of all other Counter effects."
Last Legion,Miscellaneous,V,"Mono, Movement, Raku (A)",1 ally within TEC meters,Interrupt,Instant,"Caster changes positions with target and receives anf damage target would receive this turn. Caster gains Fortify All 5MAG against the next attack rolled this turn."
Enlightenment,Miscellaneous,V,Repress (A),Caster,Default,Instant,"Restores up to six spell uses, including Repressed spells, Tier III or below."
